edad,ingreso_mensual,antiguedad_cliente_meses,segmento_cliente,region,canal_adquisicion,limite_credito,saldo_promedio,porcentaje_utilizacion,num_transacciones_mes,pagos_atrasados_12m,reclamos_12m,tipo_producto,tipo_contrato,metodo_pago,default_12m
19,13875.28,8,Básico,Norte,App,58969.64,25061.47,0.42,21,2,1,Préstamo,Mensual,Débito automático,1
48,6007.25,27,Básico,Norte,App,24269.7,6494.44,0.27,14,0,0,Línea de crédito,Anual,Transferencia,0
53,,19,Básico,Centro,App,47150.08,13798.95,0.29,19,2,0,Tarjeta,Mensual,Transferencia,1
50,40700.82,21,Básico,Sur,Referido,176361.98,80495.74,0.46,18,2,0,Línea de crédito,Mensual,Débito automático,1
37,13622.2,1,Básico,Sur,App,55067.15,19256.67,0.35,15,1,1,Tarjeta,Anual,Débito automático,1
36,5133.23,7,Básico,Centro,Sucursal,18693.23,7424.39,0.4,13,1,1,Tarjeta,Mensual,,1
45,13604.57,64,Básico,Sur,Web,48496.53,17232.38,0.36,13,1,0,Préstamo,Mensual,Transferencia,1
49,6449.6,8,Básico,Norte,App,23525.53,5816.96,0.25,13,2,1,Tarjeta,Anual,Transferencia,1
47,22430.19,13,Plus,Norte,Sucursal,73589.74,15262.81,0.21,14,0,0,Préstamo,Anual,Débito automático,0
52,18304.81,4,Premium,Centro,Web,75167.57,41256.79,0.55,15,4,0,Línea de crédito,Mensual,Débito automático,1
27,12057.64,3,Básico,Sur,Web,52065.32,6903.37,0.13,11,0,2,Tarjeta,Mensual,Efectivo,1
37,10952.26,5,Plus,Centro,Sucursal,32920.64,10541.89,0.32,17,1,1,Tarjeta,Anual,Transferencia,0
28,11762.35,19,Premium,Centro,Web,30300.94,3904.46,0.13,16,2,0,Línea de crédito,Mensual,Débito automático,1
35,13426.22,60,Plus,Centro,App,39014.64,19708.93,0.51,13,0,0,Tarjeta,Mensual,Transferencia,0
52,8405.65,9,Premium,Centro,App,33745.96,10647.15,0.32,13,0,1,Tarjeta,Mensual,Transferencia,1
41,5810.07,9,Básico,Sur,Web,24616.12,12033.31,0.49,23,3,0,Tarjeta,Mensual,Débito automático,1
71,26455.5,19,Plus,Centro,Web,84581.7,40177.98,0.48,9,2,0,Préstamo,Mensual,Transferencia,1
42,10601.59,10,Plus,Norte,Referido,29735.07,24921.78,0.19,17,1,11,Tarjeta,Mensual,Débito automático,1
40,14768.12,57,Básico,Sur,Web,62278.15,24454.09,0.39,14,1,1,Tarjeta,Anual,Débito automático,1
41,15853.87,11,Plus,Centro,Web,46440.53,12146.15,0.26,12,1,1,Préstamo,Mensual,Transferencia,1
32,16207.22,16,Plus,Sur,Web,48358.28,10212.94,0.21,17,0,2,Préstamo,Anual,Transferencia,1
39,6605.84,18,Básico,Sur,Web,17738.16,6046.82,0.34,20,1,1,Préstamo,Mensual,Transferencia,1
53,4887.79,36,Básico,Norte,App,21118.43,5744.34,0.27,12,2,1,Tarjeta,Mensual,Débito automático,1
41,9384.22,19,Plus,Centro,Web,29592.63,12775.72,0.43,17,1,0,Tarjeta,Anual,Débito automático,1
30,16939.9,6,Plus,Centro,App,48171.69,10271,0.21,19,0,0,Tarjeta,Anual,Débito automático,1
28,8631.99,3,Plus,Centro,Sucursal,38043.67,7164.91,0.19,22,1,0,Tarjeta,Mensual,Débito automático,1
34,10797.25,66,Plus,Sur,App,34238.54,1423.61,0.04,21,1,0,Préstamo,Mensual,Transferencia,0
40,47876.42,38,Básico,Centro,App,191264.95,37424.77,0.2,18,0,1,Tarjeta,Mensual,Efectivo,0
54,4414.92,1,Básico,Sur,Sucursal,13071.67,4830.83,0.37,17,1,0,Tarjeta,Mensual,Transferencia,1
23,8492.85,41,Premium,Sur,Sucursal,33577.76,6266.5,0.19,17,2,0,Tarjeta,Anual,Débito automático,1
36,41687.74,21,Premium,Norte,App,123576,12914.79,0.1,15,2,1,Préstamo,Mensual,Débito automático,1
41,13006.97,17,Plus,Sur,Web,49107.56,10655.54,0.22,21,1,2,Tarjeta,Mensual,Transferencia,1
18,8746.5,1,Premium,Sur,App,29578.27,6353.31,0.21,18,1,0,Tarjeta,Mensual,Efectivo,1
29,26937.14,36,Premium,Sur,App,110373.2,15373.29,0.14,16,1,1,Tarjeta,Mensual,Débito automático,1
31,13809.86,5,Básico,Centro,Web,54694.56,13498.13,0.25,14,1,0,Línea de crédito,Anual,Transferencia,1
30,10840.18,31,Básico,Centro,Web,47382.12,26050.76,0.55,22,1,0,Préstamo,Anual,Transferencia,0
42,14994.24,1,Básico,Norte,Referido,48779.93,11145.04,0.23,15,3,1,Tarjeta,Mensual,Débito automático,1
38,9001.39,38,Básico,Sur,Sucursal,36083.62,9692.85,0.27,21,3,0,Línea de crédito,Anual,Transferencia,1
33,7255.43,1,Plus,Centro,Web,32197.33,12772.84,0.4,18,1,0,Tarjeta,Mensual,Débito automático,1
45,12479.49,6,Básico,Centro,App,39592.66,11083.73,0.28,21,1,1,Préstamo,Mensual,Débito automático,1
60,7283.76,7,Premium,Norte,Web,22434.03,8337.16,0.37,20,0,0,Préstamo,Mensual,Efectivo,0
59,13445.72,4,Plus,Centro,Web,54295.18,17465.29,0.32,16,1,1,Préstamo,Anual,Débito automático,1
18,16525.24,15,Plus,Norte,App,56037.78,8087.54,0.14,20,1,0,Préstamo,Anual,Débito automático,1
46,22288.73,8,Básico,Sur,App,73492.7,30603.64,0.42,8,0,0,Tarjeta,Mensual,Débito automático,0
37,26285.03,120,Básico,Sur,Referido,94395.47,10946.94,0.12,19,2,0,Tarjeta,Mensual,Débito automático,0
41,10473.02,20,Plus,Norte,Sucursal,45778.23,6543.6,0.14,17,0,2,Tarjeta,Anual,Transferencia,1
35,18027.41,20,Plus,Centro,Web,48091.73,29509.79,0.61,20,2,1,Préstamo,Anual,Débito automático,1
41,17953.03,5,Premium,Centro,Web,61603.51,18542.42,0.3,13,3,1,Tarjeta,Mensual,Transferencia,1
41,16263.71,12,Plus,Sur,App,44241.87,3797.24,0.09,16,2,1,Préstamo,Anual,Débito automático,1
33,10019.86,3,Básico,Sur,Web,42756.47,2287.1,0.05,22,1,0,Tarjeta,Mensual,Débito automático,1
29,7209.53,34,Básico,Sur,Sucursal,19994.93,3848.74,0.19,17,3,0,Tarjeta,Anual,Débito automático,1
34,18055.42,9,Premium,Centro,Web,48377.81,29138.52,0.6,25,1,0,Préstamo,Anual,Transferencia,0
42,4797.65,33,Básico,Norte,Web,21241.66,10115.59,0.48,21,0,0,Préstamo,Mensual,Débito automático,0
47,11376.4,11,Plus,Centro,App,41258.63,7900.07,0.19,8,0,1,Tarjeta,Mensual,Transferencia,1
50,2886.56,107,Plus,Sur,Web,11984.39,2036.85,0.17,13,1,0,Préstamo,Mensual,Débito automático,0
34,5991.87,4,Básico,Norte,App,20615.1,3737.35,0.18,19,2,1,Préstamo,Anual,Transferencia,1
43,7892.91,1,Básico,Norte,Referido,26609.22,10250.48,0.39,17,0,1,Tarjeta,Mensual,Efectivo,1
51,25797.54,21,Premium,Sur,App,111528.44,52238.07,0.47,15,2,0,Línea de crédito,Mensual,Transferencia,1
53,20188.43,73,Premium,Sur,Sucursal,90439.01,29926.57,0.33,20,0,1,Línea de crédito,Mensual,Transferencia,0
39,9581.98,24,Premium,Norte,App,35808.46,11857.68,0.33,19,0,0,Préstamo,Anual,Débito automático,0
37,20694.47,2,Básico,Sur,App,89739.02,28392.21,0.32,15,1,1,Tarjeta,Mensual,Débito automático,1
42,22755.76,18,Básico,Norte,Web,96153.05,9959.64,0.1,16,2,0,Tarjeta,Anual,Efectivo,1
26,12131.99,57,Premium,Norte,App,43529.82,24809.01,0.57,20,1,1,Tarjeta,Mensual,Transferencia,0
37,,1,Básico,Centro,App,25512.55,5481.18,0.21,19,1,0,Tarjeta,Anual,Transferencia,1
48,11792.9,4,Plus,Sur,App,34436.58,13322.34,0.39,23,0,0,Línea de crédito,Mensual,Transferencia,1
47,12597.64,40,Básico,Centro,Web,53788.01,26651.07,0.5,13,2,0,Tarjeta,Anual,Transferencia,1
36,6377.47,53,Plus,Centro,App,19889.51,4580.86,0.23,13,1,0,Línea de crédito,Anual,Débito automático,1
42,16651.04,29,Básico,Norte,Sucursal,42643.84,14965.79,0.35,16,1,0,Línea de crédito,Mensual,Débito automático,1
30,15801.93,114,Premium,Sur,Web,64379.81,11495.74,0.18,21,2,0,Tarjeta,Anual,Débito automático,0
48,17448.79,2,Premium,Centro,Sucursal,76077.34,39302.96,0.52,19,1,1,Tarjeta,Anual,,1
39,15793.5,18,Básico,Sur,Sucursal,46331.26,4774.75,0.1,16,1,2,Tarjeta,Mensual,Débito automático,1
36,20700.35,27,Básico,Sur,Web,73862.39,11746.83,0.16,17,0,1,Línea de crédito,Mensual,Débito automático,0
35,11996.9,29,Plus,Norte,App,47971.91,11034.26,0.23,14,0,2,Tarjeta,Mensual,Débito automático,1
39,15079.19,37,Básico,Sur,Sucursal,47699.21,11729.03,0.25,12,1,1,Préstamo,Mensual,Transferencia,1
34,10523.39,59,Premium,Norte,App,29400.64,8759.7,0.3,11,0,1,Tarjeta,Anual,Débito automático,0
47,9407.86,10,Básico,Sur,Sucursal,30900.03,10556.11,0.34,13,1,1,Tarjeta,Anual,Transferencia,1
35,29820.45,1,Básico,Norte,Web,101781.38,33777.81,0.33,24,2,0,Línea de crédito,Mensual,Transferencia,1
59,3919.58,10,Plus,Norte,Web,15617.32,7984.09,0.51,18,0,1,Préstamo,Mensual,Transferencia,1
57,22607.93,26,Plus,Centro,Web,65503.49,4171.07,0.06,34,0,1,Línea de crédito,Mensual,Transferencia,1
29,9206.6,5,Básico,Norte,Referido,38025.31,4598.73,0.12,22,1,0,Tarjeta,Mensual,Débito automático,1
40,8518.34,39,Básico,Centro,Web,29851.32,17426.13,0.58,17,1,1,Línea de crédito,Anual,Transferencia,1
32,15629.99,5,Básico,Centro,Sucursal,67330.55,5151.02,0.08,21,0,0,Préstamo,Anual,Efectivo,0
36,5465.63,1,Básico,Centro,Web,19848.82,4030.7,0.2,19,2,0,Línea de crédito,Anual,Transferencia,1
64,8187.68,17,Básico,Centro,Web,27786.61,16279.15,0.59,17,0,0,Línea de crédito,Mensual,Débito automático,1
36,8026.6,31,Premium,Sur,Web,24670.45,8089.35,0.33,18,0,1,Préstamo,Anual,Transferencia,1
44,11697.86,10,Básico,Centro,App,31730.26,7755.41,0.24,14,1,0,Línea de crédito,Anual,Transferencia,1
46,,33,Básico,Sur,Web,26746.04,6901.03,0.26,18,3,0,Préstamo,Mensual,Débito automático,1
27,34914.98,13,Plus,Norte,Referido,116170.74,29886.15,0.26,18,0,1,Tarjeta,Anual,Transferencia,0
29,39269.76,4,Básico,Norte,Sucursal,142807.37,44219.36,0.31,23,1,0,Tarjeta,Anual,,1
25,3971.12,2,Premium,Centro,Web,16756.95,7564.46,0.45,14,0,1,Tarjeta,Mensual,Débito automático,0
29,18519.76,29,Plus,Norte,Sucursal,63478.89,13943.56,0.22,17,4,0,Tarjeta,Mensual,Débito automático,1
18,22363.78,11,Básico,Centro,App,69966.64,30364.78,0.43,21,1,1,Tarjeta,Mensual,Transferencia,0
46,18504.91,58,Premium,Sur,Referido,78581.4,36028.05,0.46,20,0,0,Tarjeta,Anual,Débito automático,0
64,,18,Básico,Centro,Web,35715.95,15977.83,0.45,17,1,0,Línea de crédito,Mensual,Débito automático,1
41,11539.63,10,Plus,Centro,App,35935.1,10824.83,0.3,14,3,2,Tarjeta,Anual,Efectivo,1
23,8527.36,10,Premium,Sur,Web,24165.61,4996.43,0.21,26,1,1,Préstamo,Anual,Transferencia,0
32,10382.13,3,Premium,Norte,Sucursal,31998.3,7889.96,0.25,22,0,1,Tarjeta,Anual,Débito automático,1
34,,21,Básico,Centro,Web,17758.7,1981.25,0.11,17,3,0,Línea de crédito,Anual,Transferencia,1
27,12470.57,20,Básico,Norte,App,53708.66,15599.43,0.29,13,2,0,Tarjeta,Anual,Débito automático,1
50,5422.54,38,Básico,Norte,Referido,20190.56,8169.04,0.4,24,1,0,Línea de crédito,Mensual,Transferencia,1
49,11848.06,5,Plus,Norte,App,50082.04,9289.82,0.19,22,2,0,Tarjeta,Mensual,Transferencia,1
26,6316.06,8,Premium,Sur,App,26153.05,11612.93,0.44,22,1,0,Préstamo,Anual,Débito automático,1
48,15124.78,2,Básico,Norte,App,42447.26,19602.18,0.46,14,3,1,Tarjeta,Anual,Efectivo,1
58,8887.03,8,Básico,Centro,App,30091.51,6430.12,0.21,23,1,1,Préstamo,Mensual,Débito automático,1
62,15904.35,13,Plus,Norte,App,70680.97,17605.78,0.25,20,2,1,Préstamo,Mensual,Efectivo,1
74,25564.21,79,Básico,Centro,App,75864.05,11561.17,0.15,22,0,1,Préstamo,Mensual,Débito automático,0
29,,25,Básico,Centro,Referido,90162,25321.34,0.28,16,4,2,Tarjeta,Mensual,Débito automático,1
73,2931.29,36,Básico,Centro,Web,9356.73,4409.46,0.47,22,1,0,Línea de crédito,Mensual,Transferencia,1
35,8098.9,9,Básico,Sur,Web,28523.45,1908.83,0.07,14,0,0,Tarjeta,Mensual,Transferencia,0
32,11138.34,3,Premium,Sur,Web,29090.61,2830.41,0.1,11,1,1,Préstamo,Anual,Débito automático,1
43,17609.55,7,Premium,Centro,App,59050.94,25415.29,0.43,13,2,1,Préstamo,Mensual,Transferencia,1
33,4963.11,7,Básico,Norte,Web,14923.2,2410.77,0.16,17,0,0,Préstamo,Mensual,Débito automático,1
44,7411.18,20,Premium,Sur,Referido,21672.03,2644.77,0.12,20,1,1,Préstamo,Mensual,Débito automático,1
24,14446.6,10,Básico,Sur,App,43741.62,6635.72,0.15,15,1,0,Tarjeta,Mensual,Débito automático,1
37,14057.8,46,Premium,Centro,Sucursal,38107.86,770.49,0.02,17,0,0,Tarjeta,Mensual,Transferencia,0
55,16756.99,107,Básico,Centro,Web,44461.26,6874.95,0.15,15,0,2,Línea de crédito,Mensual,Efectivo,0
39,17434.49,10,Plus,Norte,Web,64362.73,41492.26,0.64,18,1,1,Tarjeta,Mensual,Transferencia,1
41,16369.2,29,Básico,Centro,Web,71953.45,31848.03,0.44,17,0,1,Tarjeta,Mensual,Efectivo,1
45,15005.82,25,Básico,Centro,App,61666.11,11944.39,0.19,22,1,0,Tarjeta,Mensual,Transferencia,1
54,13814.08,5,Premium,Sur,Web,57574.3,13191.99,0.23,15,1,0,Tarjeta,Mensual,Débito automático,1
20,,60,Básico,Norte,Sucursal,79036.5,37144.85,0.47,16,0,0,Línea de crédito,Mensual,Débito automático,0
47,3485.64,5,Premium,Centro,Sucursal,15378.52,10318.78,0.67,14,2,1,Tarjeta,Anual,Transferencia,1
36,33745.42,32,Básico,Centro,Sucursal,148517.02,56610.51,0.38,14,1,0,Tarjeta,Anual,Transferencia,1
41,,10,Básico,Centro,Sucursal,14438.56,2100.18,0.15,16,2,0,Tarjeta,Mensual,Efectivo,1
52,6991.87,10,Premium,Centro,App,27491.27,8562.33,0.31,16,2,0,Línea de crédito,Mensual,Transferencia,1
25,11660.28,14,Plus,Sur,App,36269.99,11953.77,0.33,17,0,0,Préstamo,Mensual,Efectivo,1
27,20001.6,47,Básico,Centro,App,53650.96,5372.31,0.1,22,0,0,Tarjeta,Mensual,Transferencia,0
18,2214.63,3,Básico,Sur,Web,5947.91,1171.16,0.2,18,1,0,Préstamo,Mensual,Débito automático,0
33,13136.18,1,Plus,Norte,App,52183.76,24129.39,0.46,18,0,2,Tarjeta,Anual,Transferencia,1
55,21492.02,12,Básico,Norte,App,54949.68,7194.4,0.13,14,0,0,Línea de crédito,Anual,Transferencia,0
38,,1,Básico,Sur,Sucursal,100274.88,39541,0.39,18,4,0,Tarjeta,Anual,Transferencia,1
23,8792.04,27,Plus,Norte,Web,28424.26,1424.53,0.05,17,2,1,Línea de crédito,Anual,Transferencia,1
34,11153.39,34,Plus,Sur,Web,32168.18,9534.69,0.3,22,1,0,Préstamo,Mensual,Débito automático,0
22,9230.89,46,Premium,Centro,App,30602.05,9499.58,0.31,17,2,0,Préstamo,Anual,Débito automático,1
26,10555.42,32,Plus,Centro,Sucursal,41235.24,9237.85,0.22,22,0,1,Tarjeta,Mensual,Transferencia,0
44,7193.29,59,Básico,Centro,Referido,21941.13,6097.07,0.28,16,2,0,Tarjeta,Mensual,Débito automático,1
25,7835.73,33,Básico,Sur,Web,22310.16,3640.09,0.16,16,3,1,Préstamo,Mensual,Efectivo,1
53,,66,Básico,Sur,Sucursal,68929.82,8614.44,0.12,21,0,2,Tarjeta,Anual,Débito automático,1
39,14457.51,5,Básico,Norte,App,61608.69,13779.95,0.22,19,3,0,Línea de crédito,Mensual,Transferencia,1
41,,16,Básico,Centro,Web,65870.13,4580.97,0.07,16,2,0,Tarjeta,Mensual,Transferencia,1
36,15190.24,120,Plus,Centro,Sucursal,53890.6,30234.7,0.56,10,1,2,Tarjeta,Anual,Efectivo,1
49,20385.99,27,Premium,Sur,Web,81742.74,6846.49,0.08,25,0,0,Tarjeta,Anual,Débito automático,1
49,22627.66,50,Plus,Norte,Sucursal,89725.31,9442.4,0.11,19,1,0,Tarjeta,Mensual,,1
44,4698.37,1,Plus,Centro,Sucursal,11804.91,7319.64,0.62,20,2,1,Tarjeta,Mensual,Débito automático,1
46,8001.74,49,Básico,Norte,App,24514.84,6047.99,0.25,22,0,2,Tarjeta,Anual,Transferencia,0
37,11628.04,28,Plus,Centro,Web,50745.05,10916.33,0.22,12,1,0,Línea de crédito,Mensual,Efectivo,1
46,13179.18,4,Plus,Sur,Referido,58257.3,3738.16,0.06,26,1,1,Línea de crédito,Mensual,Transferencia,1
35,8936.91,1,Plus,Norte,Sucursal,31463.07,13912.89,0.44,22,0,0,Préstamo,Mensual,Transferencia,1
40,23091.37,7,Básico,Centro,Referido,83594.91,14764.77,0.18,19,0,0,Tarjeta,Mensual,Débito automático,0
36,43825.41,59,Plus,Centro,App,109621.06,34180.99,0.31,17,1,0,Tarjeta,Mensual,Débito automático,1
34,14938.5,26,Plus,Norte,App,57433.76,31247.48,0.54,15,1,0,Tarjeta,Anual,Débito automático,0
31,14053.19,60,Básico,Centro,Web,41103.77,6179.91,0.15,24,2,0,Préstamo,Mensual,Transferencia,1
45,22240.58,14,Básico,Sur,Web,61291.11,20228.64,0.33,13,3,1,Tarjeta,Anual,Transferencia,1
55,4361.17,66,Plus,Sur,Web,13560.49,7378.79,0.54,18,1,0,Tarjeta,Anual,Débito automático,1
54,13589.89,14,Plus,Centro,App,52046.35,63213.89,0.39,12,2,14,Préstamo,Mensual,Débito automático,1
24,24038.73,5,Plus,Norte,Web,81074.62,21080.08,0.26,19,1,0,Préstamo,Mensual,Efectivo,1
55,9082.53,3,Básico,Norte,App,29046.98,2271.81,0.08,16,3,1,Línea de crédito,Anual,Efectivo,1
36,6400.07,120,Básico,Sur,App,25303.4,16251.55,0.64,11,0,0,Préstamo,Anual,Débito automático,0
47,11950.36,9,Básico,Centro,Referido,49324.39,16178.1,0.33,13,3,1,Tarjeta,Anual,Transferencia,1
29,12882.03,4,Básico,Norte,Sucursal,54599.27,29110.56,0.53,7,1,1,Préstamo,Mensual,Transferencia,1
41,7745.05,1,Plus,Centro,Sucursal,26251.88,8149.3,0.31,21,2,0,Préstamo,Anual,Transferencia,1
43,46990.31,8,Premium,Sur,Sucursal,184937.7,57974.91,0.31,20,2,0,Préstamo,Anual,Débito automático,1
22,10024.45,52,Plus,Centro,Web,42808.67,18632.58,0.44,19,0,0,Tarjeta,Mensual,Transferencia,0
47,6686.22,18,Premium,Sur,Web,28869.86,4725.49,0.16,22,1,0,Préstamo,Mensual,Débito automático,1
56,12629.96,24,Básico,Norte,App,44005.85,13118.19,0.3,21,1,0,Tarjeta,Anual,Débito automático,1
37,23033.76,61,Básico,Sur,App,73953.42,31651.22,0.43,17,2,3,Préstamo,Mensual,Transferencia,1
56,13500.05,17,Básico,Centro,Sucursal,58055.23,26370.52,0.45,15,3,0,Préstamo,Mensual,Transferencia,1
37,17878.54,43,Plus,Centro,App,54044.34,4842.47,0.09,17,2,0,Línea de crédito,Mensual,Débito automático,1
50,7919.58,9,Básico,Centro,Referido,32420.35,14803.53,0.46,21,2,0,Tarjeta,Mensual,Efectivo,1
18,32617.79,90,Plus,Centro,Sucursal,140821.1,18934.53,0.13,14,2,0,Línea de crédito,Anual,Débito automático,0
69,18713.99,1,Básico,Centro,Web,74471.15,12957.89,0.17,14,2,0,Tarjeta,Mensual,Débito automático,1
57,25049.8,30,Básico,Norte,App,96685.2,41811.64,0.43,10,1,0,Línea de crédito,Anual,Débito automático,0
36,,25,Básico,Sur,Referido,43266.27,11256.5,0.26,22,0,0,Tarjeta,Anual,Transferencia,1
18,21915.08,5,Básico,Sur,App,63705.96,23390.7,0.37,23,1,1,Tarjeta,Anual,Transferencia,1
43,7912.26,11,Plus,Centro,App,30328.79,7171.76,0.24,23,1,0,Tarjeta,Mensual,Débito automático,0
22,9948.27,9,Plus,Norte,Web,40493.34,14687.97,0.36,19,1,0,Préstamo,Anual,Débito automático,1
45,29968.09,2,Básico,Norte,App,78719.63,6346.56,0.08,14,2,1,Línea de crédito,Mensual,Débito automático,1
44,34058.85,21,Plus,Sur,Sucursal,86445.41,3183.73,0.04,13,2,0,Préstamo,Anual,Transferencia,1
28,6712.73,120,Plus,Sur,Web,20964.02,7632.29,0.36,20,2,0,Préstamo,Anual,Efectivo,0
53,15519.33,19,Plus,Norte,Sucursal,58816.87,15350.35,0.26,18,2,0,Tarjeta,Mensual,Efectivo,1
49,10315.82,18,Básico,Sur,Referido,36353.82,5516.07,0.15,13,3,0,Préstamo,Anual,Débito automático,1
51,8793.61,1,Plus,Centro,Sucursal,22131.05,2213.77,0.1,18,2,0,Tarjeta,Anual,Transferencia,1
40,15849.67,3,Básico,Centro,Referido,44430.17,12054.6,0.27,11,2,1,Tarjeta,Mensual,Transferencia,1
23,26491.46,17,Básico,Centro,Web,106082.45,17391.67,0.16,18,1,0,Tarjeta,Anual,Débito automático,0
51,17518.23,101,Básico,Centro,App,54224.6,28487.77,0.53,25,2,0,Tarjeta,Anual,Transferencia,0
36,11029.1,50,Plus,Norte,Web,30157.72,1994.63,0.07,16,0,2,Préstamo,Mensual,Débito automático,0
23,18195.27,9,Plus,Norte,Sucursal,47339.11,24141.07,0.51,19,1,0,Préstamo,Anual,Transferencia,1
56,10764.56,18,Premium,Norte,Referido,45220.66,1905.06,0.04,12,2,2,Préstamo,Anual,Débito automático,1
65,17107.44,19,Plus,Sur,Web,58906.59,33037.97,0.56,20,2,0,Préstamo,Mensual,Débito automático,1
39,30880.48,27,Premium,Centro,App,108308.86,14996.22,0.14,22,3,1,Préstamo,Mensual,Transferencia,1
65,3841.83,27,Plus,Centro,Web,10075.9,2804.14,0.28,13,0,1,Línea de crédito,Mensual,Transferencia,1
41,21554.75,37,Básico,Sur,App,74949.3,2999.02,0.04,21,1,0,Préstamo,Mensual,Débito automático,1
35,5305.86,1,Plus,Sur,App,20117.41,10255.36,0.51,14,2,0,Tarjeta,Mensual,Débito automático,1
32,27917.15,69,Básico,Norte,Sucursal,76649.26,25461.76,0.33,17,1,0,Línea de crédito,Mensual,Efectivo,0
59,9115.98,1,Plus,Norte,Web,39244.6,6365.41,0.16,17,3,1,Préstamo,Anual,Transferencia,1
30,6434.29,15,Plus,Norte,Web,26166.31,2945.18,0.11,14,1,0,Tarjeta,Mensual,Débito automático,1
48,20275.36,60,Plus,Sur,Web,83205.41,8547.33,0.1,14,2,1,Línea de crédito,Mensual,Transferencia,1
33,16622.33,16,Básico,Centro,Web,59392.67,11976.85,0.2,19,0,0,Tarjeta,Mensual,Débito automático,1
34,7335.55,1,Plus,Sur,App,23237.88,1958.55,0.08,19,4,0,Tarjeta,Mensual,Transferencia,1
52,6299.34,6,Básico,Norte,Web,23817.2,5506.74,0.23,12,2,0,Préstamo,Anual,Débito automático,1
35,11938.35,20,Básico,Centro,App,35226.97,16228.33,0.46,16,1,0,Préstamo,Anual,Efectivo,0
35,6486.95,2,Plus,Norte,App,17993.31,2284.68,0.13,13,0,1,Tarjeta,Anual,Efectivo,1
53,7066.47,13,Plus,Centro,App,25274.37,4093.4,0.16,14,0,0,Préstamo,Mensual,Transferencia,0
59,14319.43,9,Básico,Norte,Referido,49505.88,17214.05,0.35,19,1,0,Préstamo,Mensual,Efectivo,1
47,7483.66,40,Plus,Centro,Sucursal,20958.47,4980.97,0.24,16,0,0,Línea de crédito,Anual,Débito automático,0
32,17256.14,2,Plus,Sur,Web,61445.81,28123.27,0.46,19,3,0,Línea de crédito,Mensual,Transferencia,1
33,,27,Básico,Sur,Web,117366.41,56154.43,0.48,20,2,0,Tarjeta,Mensual,Débito automático,1
40,12220.46,12,Plus,Norte,Sucursal,51851.77,13411.59,0.26,18,2,0,Tarjeta,Anual,Transferencia,1
43,,21,Básico,Sur,App,58045.33,14670.98,0.25,11,0,1,Tarjeta,Mensual,Efectivo,0
28,44840.1,5,Plus,Sur,App,131611.57,42100.41,0.32,22,1,0,Préstamo,Mensual,Débito automático,0
48,6551.43,22,Básico,Norte,Sucursal,27095.84,15260.63,0.56,19,2,1,Préstamo,Mensual,Efectivo,1
41,27302.71,26,Básico,Centro,Web,121170.18,13062.21,0.11,11,3,0,Tarjeta,Anual,Transferencia,1
19,25400.26,1,Premium,Centro,App,99905.28,44423.13,0.44,19,1,2,Tarjeta,Anual,Efectivo,1
28,22305.54,41,Plus,Norte,Sucursal,90872.92,35296.4,0.39,18,0,0,Tarjeta,Mensual,Débito automático,0
33,28999.93,47,Plus,Norte,Sucursal,87952.72,13985.62,0.16,17,1,1,Tarjeta,Mensual,Transferencia,1
39,15809.16,1,Básico,Norte,Sucursal,70885.21,42013.74,0.59,10,0,1,Línea de crédito,Anual,Transferencia,1
62,9416.72,22,Básico,Centro,App,26863.92,6930.4,0.26,24,2,0,Préstamo,Anual,Débito automático,1
42,25764.27,21,Plus,Norte,Sucursal,103101.4,34970.41,0.34,14,2,0,Tarjeta,Anual,Efectivo,1
29,26362.7,1,Básico,Norte,Web,86744.84,33181.15,0.38,14,1,0,Línea de crédito,Anual,Débito automático,1
42,25930.84,10,Premium,Sur,Web,83334.94,26443.89,0.32,22,0,0,Tarjeta,Anual,Transferencia,1
35,13721.25,83,Básico,Centro,Web,42128.62,24569.19,0.58,26,2,3,Tarjeta,Mensual,Transferencia,1
43,8693.09,19,Básico,Norte,Web,29401.07,5922.09,0.2,18,2,0,Tarjeta,Mensual,Transferencia,1
46,14985.19,64,Plus,Centro,Sucursal,61165.77,10621.14,0.17,18,2,0,Línea de crédito,Anual,Débito automático,1
54,23513.69,27,Plus,Sur,Web,103035.69,45760.26,0.44,23,2,0,Tarjeta,Mensual,Transferencia,1
39,24701.3,1,Básico,Norte,App,82316.49,24923.6,0.3,20,3,0,Tarjeta,Anual,Transferencia,1
59,10323.67,1,Premium,Norte,App,39264.45,9881.23,0.25,18,0,2,Tarjeta,Anual,Transferencia,1
50,16142.71,30,Plus,Norte,Web,65804.92,14871.39,0.23,23,2,0,Préstamo,Mensual,Transferencia,1
31,6092.01,19,Plus,Norte,App,16445.21,1267.41,0.08,17,1,0,Tarjeta,Anual,Débito automático,1
66,24124.18,3,Plus,Centro,App,106655.12,22219.23,0.21,22,0,3,Tarjeta,Mensual,Transferencia,1
43,8349.98,22,Plus,Sur,Sucursal,24409.23,27014.17,0.19,19,2,13,Línea de crédito,Anual,Transferencia,1
29,21400.15,39,Básico,Centro,Sucursal,92666.04,26882.86,0.29,20,2,1,Tarjeta,Mensual,Transferencia,1
59,6703.72,33,Plus,Centro,Web,29987.1,7419.38,0.25,20,0,0,Préstamo,Anual,Transferencia,0
64,24806.22,6,Plus,Centro,Referido,66996.86,18929.21,0.28,21,0,1,Tarjeta,Mensual,Transferencia,1
